"Reporting Period",Label,"Release Name","Release Version","Release Artists","UPC Code",Catalogue,"Track Title","Mix Version","ISRC Code","Track Artists","Digital Service Provider","Activity Period",Territory,Delivery,"Content Type","Sale or Void",Count,"Royalty ($US)"
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,"Apple Music","August 2024",USA,Streaming,Single,Sale,7,0.045237000000
AUG-24,"DirtySnatcha Records",Assertion,,Aalioura,198342502129,DSR0076A,Assertion,,QZWDD2238845,Aalioura,"Apple Music","August 2024",USA,Streaming,Single,Sale,7,0.045237000000
AUG-24,"DirtySnatcha Records","Round 2",,"Nekz, Meechie Murda",197999919441,DSR121,"Round 2",,QZ5FN2445592,"Nekz, Meechie Murda",Spotify,"August 2024",USA,Streaming,Single,Sale,13,0.045780000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",CAN,Streaming,Single,Sale,17,0.045802000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Amazon Music Unlimited","August 2024",GBR,Streaming,Single,Sale,4,0.045992000000
AUG-24,"DirtySnatcha Records","High On Life",,Autokorekt,198342479759,DSR0098A,"High On Life",,QZTV32368009,"Autokorekt, Ashclappem",Spotify,"August 2024",USA,Streaming,Single,Sale,23,0.046018000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,"Apple Music","August 2024",USA,Streaming,Single,Sale,3,0.046266000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",SGP,Streaming,Single,Sale,13,0.046331000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",FRA,Streaming,Single,Sale,11,0.046558000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",CAN,Streaming,Single,Sale,31,0.047020000000
AUG-24,"DirtySnatcha Records","Fuck It Up",,"In Orbit Dubz",198342501825,DSR0078A,"Fuck It Up",,QZWDD2257318,"In Orbit Dubz",Snap,"July 2024",USA,Streaming,"User Generated Content",Sale,3,0.047075000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",DEU,Streaming,Single,Sale,10,0.047231000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN","Facebook / Instagram","June 2024",USA,Streaming,"User Generated Content",Sale,1,0.047241000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","YouTube Content ID","August 2024",USA,UGC,"Sound Recording",Sale,17,0.047247000000
AUG-24,"DirtySnatcha Records","Giving Up VIP",,"CHRMNDRS, SEEING\\DOUBLE",198342492154,DSR0044A,"Giving Up VIP",,GBWUL2158623,"CHRMNDRS, SEEING\\DOUBLE","Apple Music","August 2024",USA,Streaming,Single,Sale,6,0.047295000000
AUG-24,"DirtySnatcha Records",Whoa,,"KirbyBright, Devious",198342485866,DSR133,Whoa,,GBWUL2431903,"KirbyBright, Devious",Spotify,"August 2024",USA,Streaming,Single,Sale,17,0.047344000000
AUG-24,"DirtySnatcha Records","Keep Moving","Audigy Remix",DirtySnatcha,197999143198,DSR0104,"Keep Moving","Audigy Remix",QZWV32320452,"DirtySnatcha, Audigy",Spotify,"August 2024",USA,Streaming,Single,Sale,17,0.047344000000
AUG-24,"DirtySnatcha Records","Run It Up",,"CHRMNDRS, Future Exit",198342476673,DSR0010A,"Run It Up",,GBWUL2081365,"CHRMNDRS, Future Exit",Spotify,"August 2024",CAN,Streaming,Single,Sale,32,0.047433000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,Spotify,"August 2024",AUS,Streaming,Single,Sale,13,0.047436000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",NLD,Streaming,Single,Sale,9,0.047455000000
AUG-24,"DirtySnatcha Records",Radioactivity,,"In Orbit Dubz",198342500118,DSR0053A,Radioactivity,,USLZJ2286474,"In Orbit Dubz",Spotify,"August 2024",CAN,Streaming,Single,Sale,8,0.047489000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Facebook / Instagram","July 2024",USA,Streaming,"User Generated Content: Consumption",Sale,1915,0.047818000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",USA,Streaming,Single,Sale,7,0.048126000000
AUG-24,"DirtySnatcha Records","Run It Up",,"CHRMNDRS, Future Exit",198342476673,DSR0010A,"Run It Up",,GBWUL2081365,"CHRMNDRS, Future Exit","Apple Music","August 2024",USA,Streaming,Single,Sale,14,0.048202000000
AUG-24,"DirtySnatcha Records","Outta Here",,BENZO$,198342478196,DSR0018A,"Outta Here",,QZ5FN2040117,"BENZO$, Rico Act","Apple Music","August 2024",CAN,Streaming,Single,Sale,9,0.048327000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Pandora (On Demand)","July 2024",USA,Streaming,Single,Sale,11,0.048656000000
AUG-24,"DirtySnatcha Records","Keep Moving","Aelius, Voyager, Wilco Beats Remix",DirtySnatcha,198342499863,DSR0083A,"Keep Moving","Aelius, Voyager, Wilco Beats Remix",QZWDD2263373,"DirtySnatcha, Aelius, Voyager, Wilco Beats",TIDAL,"August 2024",CAN,Streaming,Single,Sale,4,0.048753000000
AUG-24,"DirtySnatcha Records",Bloodthirsty,,Howker,198342475331,DSR0004A,Bloodthirsty,,GBWUL1958037,Howker,Spotify,"August 2024",ESP,Streaming,Single,Sale,11,0.048780000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",AUT,Streaming,Single,Sale,22,0.048978000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",GBR,Streaming,Single,Sale,8,0.049004000000
AUG-24,"DirtySnatcha Records","Loose It","BOU$HY Remix","Eazley, Autokorekt",198342491560,DSR0039A,"Loose It","BOU$HY Remix",GBRKQ2109631,"Eazley, Autokorekt, BOU$HY","Apple Music","August 2024",USA,Streaming,Single,Sale,5,0.049527000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Apple Music","August 2024",USA,Streaming,Single,Sale,7,0.049819000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Beatport Mechanicals","August 2024",AUS,Download,"Mechanical Royalties",Sale,1,0.050000000000
AUG-24,"DirtySnatcha Records",Game,,"Sloth, CHACKK",197999855442,DSR116,Game,,QZ5FN2416543,"Sloth, CHACKK","Facebook / Instagram","July 2024",USA,Streaming,"Audio Library: Production",Sale,1,0.050381000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",GBR,Streaming,Single,Sale,10,0.050493000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,"YouTube Streaming","August 2024",DEU,Streaming,"Art Track",Sale,4,0.050495000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,Spotify,"August 2024",USA,Streaming,Single,Sale,11,0.050663000000
AUG-24,"DirtySnatcha Records","Keep Moving","Audigy Remix",DirtySnatcha,197999143198,DSR0104,"Keep Moving","Audigy Remix",QZWV32320452,"DirtySnatcha, Audigy",Spotify,"August 2024",USA,Streaming,Single,Sale,11,0.050663000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Watch Out",,USLZJ2405588,CRiiOZ,Spotify,"August 2024",USA,Streaming,Single,Sale,11,0.050663000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",DEU,Streaming,Single,Sale,22,0.051042000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,Spotify,"August 2024",DEU,Streaming,Single,Sale,22,0.051042000000
AUG-24,"DirtySnatcha Records",Whoa,,"KirbyBright, Devious",198342485866,DSR133,Whoa,,GBWUL2431903,"KirbyBright, Devious","Apple Music","August 2024",USA,Streaming,Single,Sale,3,0.051277000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",SWE,Streaming,Single,Sale,10,0.051667000000
AUG-24,"DirtySnatcha Records","Keep Moving","Audigy Remix",DirtySnatcha,197999143198,DSR0104,"Keep Moving","Audigy Remix",QZWV32320452,"DirtySnatcha, Audigy","Apple Music","August 2024",USA,Streaming,Single,Sale,8,0.051700000000
AUG-24,"DirtySnatcha Records",Heartbreaker,,Kryture,198342478202,DSR0019A,Heartbreaker,,QZ5FN2071126,Kryture,"Apple Music","August 2024",USA,Streaming,Single,Sale,8,0.051700000000
AUG-24,"DirtySnatcha Records","Operator Error",,"Big City",198342036334,DSR125,"Weed Spot",,USLZJ2403314,"Big City","Apple Music","August 2024",USA,Streaming,Single,Sale,8,0.051700000000
AUG-24,"DirtySnatcha Records",Scorpion,,Torcha,198342501160,DSR0057A,Scorpion,,GBRKQ2202745,Torcha,Spotify,"August 2024",USA,Streaming,Single,Sale,15,0.052823000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",ESP,Streaming,Single,Sale,12,0.053214000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",CHL,Streaming,Single,Sale,31,0.053349000000
AUG-24,"DirtySnatcha Records","High On Life",,Autokorekt,198342479759,DSR0098A,"High On Life",,QZTV32368009,"Autokorekt, Ashclappem","Apple Music","August 2024",USA,Streaming,Single,Sale,4,0.053822000000
AUG-24,"DirtySnatcha Records",Hypnotize,,"In Orbit Dubz",197999477019,DSR113,Hypnotize,,QZZ8B2327916,"In Orbit Dubz",Spotify,"August 2024",USA,Streaming,Single,Sale,28,0.054341000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",USA,Streaming,Single,Sale,28,0.054341000000
AUG-24,"DirtySnatcha Records","BIG UPS",,"RAZR, VASTIVE",198342478684,DSR0024A,"BIG UPS",,USLZJ2023938,"RAZR, VASTIVE",Spotify,"August 2024",USA,Streaming,Single,Sale,5,0.054560000000
AUG-24,"DirtySnatcha Records","Riddim Gang",,"Megahurtz, Alienpark",198342478288,DSR0020A,"Riddim Gang",,QZ5FN2074245,"Megahurtz, Alienpark","Apple Music","August 2024",USA,Streaming,Single,Sale,4,0.055044000000
AUG-24,"DirtySnatcha Records",Hypnotize,,"In Orbit Dubz",197999477019,DSR113,Hypnotize,,QZZ8B2327916,"In Orbit Dubz","Apple Music","August 2024",USA,Streaming,Single,Sale,16,0.055088000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",CAN,Streaming,Single,Sale,17,0.055113000000
AUG-24,"DirtySnatcha Records","Out Of Service",,"Autokorekt, ChemDawg",198342492215,DSR0046A,"Out Of Service",,GBWUL2192863,"Autokorekt, ChemDawg, Versace",Spotify,"August 2024",CAN,Streaming,Single,Sale,17,0.055113000000
AUG-24,"DirtySnatcha Records",Hypnotize,,"In Orbit Dubz",197999477019,DSR113,Hypnotize,,QZZ8B2327916,"In Orbit Dubz","Apple Music","August 2024",USA,Streaming,Single,Sale,7,0.055178000000
AUG-24,"DirtySnatcha Records",WDGAF,,CRiiOZ,197999026187,DSR0102,WDGAF,,QZWDE2357423,CRiiOZ,Spotify,"August 2024",USA,Streaming,Single,Sale,12,0.055269000000
AUG-24,"DirtySnatcha Records","Out Of Service",,"Autokorekt, ChemDawg",198342492215,DSR0046A,"Out Of Service",,GBWUL2192863,"Autokorekt, ChemDawg, Versace","Apple Music","August 2024",USA,Streaming,Single,Sale,8,0.055902000000
AUG-24,"DirtySnatcha Records","Black & Gold",,BBX,198342479988,DSR0093A,"Black & Gold",,QZTV32366677,BBX,Spotify,"August 2024",USA,Streaming,Single,Sale,28,0.056023000000
AUG-24,"DirtySnatcha Records",Wompem,,ZURGLIN,198342492161,DSR0088A,Wompem,,USLZJ2318255,ZURGLIN,TIDAL,"July 2024",CAN,Streaming,Single,Sale,5,0.056097000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",NOR,Streaming,Single,Sale,10,0.056568000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",ESP,Streaming,Single,Sale,15,0.056744000000
AUG-24,"DirtySnatcha Records",Boss,,Entravert,198342492949,DSR0047A,Boss,,GBWUL2192869,Entravert,"Apple Music","August 2024",USA,Streaming,Single,Sale,16,0.056804000000
AUG-24,"DirtySnatcha Records","Run It Up",,"CHRMNDRS, Future Exit",198342476673,DSR0010A,"Run It Up",,GBWUL2081365,"CHRMNDRS, Future Exit",Spotify,"August 2024",BEL,Streaming,Single,Sale,11,0.057252000000
AUG-24,"DirtySnatcha Records",Liquidator,,"Sinister Bass",198342507896,DSR0060A,Liquidator,,GBRKQ2204555,"Sinister Bass",Spotify,"August 2024",USA,Streaming,Single,Sale,13,0.057262000000
AUG-24,"DirtySnatcha Records","Westside Rollin","CHRMNDRS Remix",DirtySnatcha,198342475133,DSR0003A,"Westside Rollin","CHRMNDRS Remix",GBWUL1920889,"DirtySnatcha, CHRMNDRS",TIDAL,"August 2024",USA,Streaming,Single,Sale,6,0.057619000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",BRA,Streaming,Single,Sale,37,0.057620000000
AUG-24,"DirtySnatcha Records",Hypnotize,,"In Orbit Dubz",197999477019,DSR113,Hypnotize,,QZZ8B2327916,"In Orbit Dubz",Spotify,"August 2024",GBR,Streaming,Single,Sale,19,0.057837000000
AUG-24,"DirtySnatcha Records",Dimension,,"In Orbit Dubz, Nein Lives",198342496138,DSR0051A,Dimension,,QZ5FN2266737,"In Orbit Dubz, Nein Lives",Spotify,"August 2024",USA,Streaming,Single,Sale,29,0.058024000000
AUG-24,"DirtySnatcha Records","Back Rooms",,"In Orbit Dubz",198342498644,DSR0077A,"Back Rooms",,QZWDD2257316,"In Orbit Dubz",Spotify,"August 2024",USA,Streaming,Single,Sale,29,0.058024000000
AUG-24,"DirtySnatcha Records",Riptide,,"David Vance, Blue",198342508046,DSR0064A,Riptide,,GBRKQ2211179,"David Vance, Blue","Apple Music","August 2024",USA,Streaming,Single,Sale,9,0.058162000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth","Apple Music","August 2024",USA,Streaming,Single,Sale,9,0.058162000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",GBR,Streaming,Single,Sale,9,0.058381000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",AUS,Streaming,Single,Sale,16,0.058382000000
AUG-24,"DirtySnatcha Records","Run It Up",,"CHRMNDRS, Future Exit",198342476673,DSR0010A,"Run It Up",,GBWUL2081365,"CHRMNDRS, Future Exit","Apple Music","August 2024",CAN,Streaming,Single,Sale,11,0.059066000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",CAN,Streaming,Single,Sale,22,0.059273000000
AUG-24,"DirtySnatcha Records","Out Of Service",,"Autokorekt, ChemDawg",198342492215,DSR0046A,"Out Of Service",,GBWUL2192863,"Autokorekt, ChemDawg, Versace","Apple Music","August 2024",USA,Streaming,Single,Sale,19,0.059572000000
AUG-24,"DirtySnatcha Records",Radioactivity,,"In Orbit Dubz",198342500118,DSR0053A,Radioactivity,,USLZJ2286474,"In Orbit Dubz",Spotify,"August 2024",USA,Streaming,Single,Sale,17,0.059867000000
AUG-24,"DirtySnatcha Records",WDGAF,,CRiiOZ,197999026187,DSR0102,WDGAF,,QZWDE2357423,CRiiOZ,Spotify,"August 2024",USA,Streaming,Single,Sale,30,0.060024000000
AUG-24,"DirtySnatcha Records","Spectre Season",,Artifact,198342479643,DSR0101A,"Spectre Season",,QZWDD2336449,Artifact,Spotify,"August 2024",USA,Streaming,Single,Sale,30,0.060024000000
AUG-24,"DirtySnatcha Records",Bloodthirsty,,Howker,198342475331,DSR0004A,Bloodthirsty,,GBWUL1958037,Howker,Spotify,"August 2024",USA,Streaming,Single,Sale,30,0.060024000000
AUG-24,"DirtySnatcha Records","Take A Trip","DirtySnatcha Remix","HEXED, Labs",198342492369,DSR0086A,"Take A Trip","DirtySnatcha Remix",QZ5FN2303924,"HEXED, Labs, DirtySnatcha",Spotify,"August 2024",FIN,Streaming,Single,Sale,10,0.060025000000
AUG-24,"DirtySnatcha Records","Riddim Gang",,"Megahurtz, Alienpark",198342478288,DSR0020A,"Riddim Gang",,QZ5FN2074245,"Megahurtz, Alienpark","YouTube Streaming","August 2024",USA,Streaming,"Art Track",Sale,12,0.060619000000
AUG-24,"DirtySnatcha Records",Hypnotize,,"In Orbit Dubz",197999477019,DSR113,Hypnotize,,QZZ8B2327916,"In Orbit Dubz",Snap,"July 2024",USA,Streaming,"User Generated Content",Sale,3,0.060663000000
AUG-24,"DirtySnatcha Records",Maniac,,Sinatra,197999611932,DSR114,Maniac,,QZZEB2305800,Sinatra,TIDAL,"August 2024",CAN,Streaming,Single,Sale,5,0.060942000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",DEU,Streaming,Single,Sale,15,0.061017000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",POL,Streaming,Single,Sale,26,0.061045000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",FRA,Streaming,Single,Sale,26,0.061302000000
AUG-24,"DirtySnatcha Records","Acting Out",,"Megahurtz, Blue",198342479070,DSR0029A,"Acting Out",,USLZJ2069505,"Megahurtz, Blue, Rico Act",Spotify,"August 2024",USA,Streaming,Single,Sale,14,0.061668000000
AUG-24,"DirtySnatcha Records",Rudeboy,,"Seeing Double, Kryture",198342476352,DSR0007A,Rudeboy,,GBWUL2045907,"Seeing Double, Kryture",Spotify,"August 2024",USA,Streaming,Single,Sale,14,0.061668000000
AUG-24,"DirtySnatcha Records","Westside Rollin","CHRMNDRS Remix",DirtySnatcha,198342475133,DSR0003A,"Westside Rollin","CHRMNDRS Remix",GBWUL1920889,"DirtySnatcha, CHRMNDRS",TIDAL,"July 2024",USA,Streaming,Single,Sale,7,0.061709000000
AUG-24,"DirtySnatcha Records",Whoa,,"KirbyBright, Devious",198342485866,DSR133,Whoa,,GBWUL2431903,"KirbyBright, Devious",Spotify,"August 2024",USA,Streaming,Single,Sale,9,0.061878000000
AUG-24,"DirtySnatcha Records","Out Of Service",,"Autokorekt, ChemDawg",198342492215,DSR0046A,"Out Of Service",,GBWUL2192863,"Autokorekt, ChemDawg, Versace","Amazon Music Unlimited","August 2024",USA,Streaming,Single,Sale,6,0.061907000000
AUG-24,"DirtySnatcha Records","Gamma Ray",,JAYSYX,198342478158,DSR0017A,"Gamma Ray",,QZ5FN2032792,JAYSYX,"Apple Music","August 2024",USA,Streaming,Single,Sale,18,0.061974000000
AUG-24,"DirtySnatcha Records","Riddim Gang",,"Megahurtz, Alienpark",198342478288,DSR0020A,"Riddim Gang",,QZ5FN2074245,"Megahurtz, Alienpark",Spotify,"August 2024",USA,Streaming,Single,Sale,31,0.062025000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",NOR,Streaming,Single,Sale,11,0.062226000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",NLD,Streaming,Single,Sale,23,0.062836000000
AUG-24,"DirtySnatcha Records","BIG UPS",,"RAZR, VASTIVE",198342478684,DSR0024A,"BIG UPS",,USLZJ2023938,"RAZR, VASTIVE","Apple Music","August 2024",USA,Streaming,Single,Sale,9,0.062890000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Apple Music","August 2024",USA,Streaming,Single,Sale,5,0.063027000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Watch Out",,USLZJ2405588,CRiiOZ,Spotify,"August 2024",USA,Streaming,Single,Sale,18,0.063388000000
AUG-24,"DirtySnatcha Records",Riptide,,"David Vance, Blue",198342508046,DSR0064A,Riptide,,GBRKQ2211179,"David Vance, Blue",Spotify,"August 2024",NZL,Streaming,Single,Sale,16,0.063740000000
AUG-24,"DirtySnatcha Records","Apple Sowce",,Autokorekt,198342768341,DSR134,"Apple Sowce",,QZTRX2474922,Autokorekt,Spotify,"August 2024",USA,Streaming,Single,Sale,32,0.064025000000
AUG-24,"DirtySnatcha Records","Apple Sowce",,Autokorekt,198342768341,DSR134,"Apple Sowce",,QZTRX2474922,Autokorekt,"Apple Music","August 2024",CAN,Streaming,Single,Sale,12,0.064435000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN","Apple Music","August 2024",USA,Streaming,Single,Sale,10,0.064625000000
AUG-24,"DirtySnatcha Records","Apple Sowce",,Autokorekt,198342768341,DSR134,"Apple Sowce",,QZTRX2474922,Autokorekt,"Apple Music","August 2024",USA,Streaming,Single,Sale,10,0.064625000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Let Go",,USLZJ2405592,CRiiOZ,"Apple Music","August 2024",USA,Streaming,Single,Sale,10,0.064625000000
AUG-24,"DirtySnatcha Records","Spectre Season",,Artifact,198342479643,DSR0101A,"Spectre Season",,QZWDD2336449,Artifact,Spotify,"August 2024",CAN,Streaming,Single,Sale,20,0.064841000000
AUG-24,"DirtySnatcha Records","Keep Moving","Audigy Remix",DirtySnatcha,197999143198,DSR0104,"Keep Moving","Audigy Remix",QZWV32320452,"DirtySnatcha, Audigy",Spotify,"August 2024",CAN,Streaming,Single,Sale,20,0.064841000000
AUG-24,"DirtySnatcha Records",Hypnotize,,"In Orbit Dubz",197999477019,DSR113,Hypnotize,,QZZ8B2327916,"In Orbit Dubz",Spotify,"August 2024",CAN,Streaming,Single,Sale,20,0.064841000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Facebook / Instagram","July 2024",USA,Streaming,"User Generated Content: Production",Sale,1,0.064916000000
AUG-24,"DirtySnatcha Records","BIG UPS",,"RAZR, VASTIVE",198342478684,DSR0024A,"BIG UPS",,USLZJ2023938,"RAZR, VASTIVE",Spotify,"August 2024",USA,Streaming,Single,Sale,33,0.066026000000
AUG-24,"DirtySnatcha Records",PTSD,,SHOCKZ,198342479049,DSR0028A,PTSD,,USLZJ2069504,SHOCKZ,Spotify,"August 2024",USA,Streaming,Single,Sale,15,0.066072000000
