"Reporting Period",Label,"Release Name","Release Version","Release Artists","UPC Code",Catalogue,"Track Title","Mix Version","ISRC Code","Track Artists","Digital Service Provider","Activity Period",Territory,Delivery,"Content Type","Sale or Void",Count,"Royalty ($US)"
AUG-24,"DirtySnatcha Records","Black & Gold",,BBX,198342479889,DSR0096A,"Eight Six",,QZTV32366095,BBX,Spotify,"August 2024",USA,Streaming,Single,Sale,1,0.003521000000
AUG-24,"DirtySnatcha Records","Black & Gold",,BBX,198342479889,DSR0096A,Shook,,QZTV32366682,BBX,Spotify,"August 2024",USA,Streaming,Single,Sale,1,0.003521000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,Spotify,"August 2024",MEX,Streaming,Single,Sale,1,0.003526000000
AUG-24,"DirtySnatcha Records",Deviate,,"Paragon, Sqishi",198342476390,DSR0009A,Deviate,,GBWUL2080841,"Paragon, Sqishi","YouTube Streaming","August 2024",USA,Streaming,"Art Track",Sale,1,0.003532000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",JPN,Streaming,Single,Sale,1,0.003534000000
AUG-24,"DirtySnatcha Records",Scorpion,,Torcha,198342501160,DSR0057A,Scorpion,,GBRKQ2202745,Torcha,"Apple Music","August 2024",USA,Streaming,Single,Sale,1,0.003550000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN","Apple Music","August 2024",USA,Streaming,Single,Sale,1,0.003550000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,"YouTube Streaming","August 2024",MEX,Streaming,"Art Track",Sale,3,0.003562000000
AUG-24,"DirtySnatcha Records",WDGAF,,CRiiOZ,197999026187,DSR0102,WDGAF,,QZWDE2357423,CRiiOZ,iTunes,"August 2024",USA,Download,Single,Sale,5,0.003574000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",BRA,Streaming,Single,Sale,1,0.003599000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",ISR,Streaming,Single,Sale,1,0.003606000000
AUG-24,"DirtySnatcha Records","Keep Moving","Audigy Remix",DirtySnatcha,197999143198,DSR0104,"Keep Moving","Audigy Remix",QZWV32320452,"DirtySnatcha, Audigy",Spotify,"August 2024",ISR,Streaming,Single,Sale,1,0.003606000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Trust,,USLZJ2405591,CRiiOZ,Deezer,"June 2024",MEX,Streaming,Single,Sale,1,0.003613000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Deezer,"June 2024",MEX,Streaming,Single,Sale,1,0.003613000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Watch Out",,USLZJ2405588,CRiiOZ,Deezer,"June 2024",MEX,Streaming,Single,Sale,1,0.003613000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",MEX,Streaming,Single,Sale,4,0.003613000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",ECU,Streaming,Single,Sale,4,0.003621000000
AUG-24,"DirtySnatcha Records","BIG UPS",,"RAZR, VASTIVE",198342478684,DSR0024A,"BIG UPS",,USLZJ2023938,"RAZR, VASTIVE","Amazon Music Unlimited","August 2024",BRA,Streaming,Single,Sale,1,0.003638000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",DEU,Streaming,Single,Sale,4,0.003643000000
AUG-24,"DirtySnatcha Records","Spectre Season",,Artifact,198342479643,DSR0101A,"Spectre Season",,QZWDD2336449,Artifact,Spotify,"August 2024",DEU,Streaming,Single,Sale,4,0.003643000000
AUG-24,"DirtySnatcha Records","Acting Out",,"Megahurtz, Blue",198342479070,DSR0029A,"Acting Out",,USLZJ2069505,"Megahurtz, Blue, Rico Act",Spotify,"August 2024",AUS,Streaming,Single,Sale,1,0.003648000000
AUG-24,"DirtySnatcha Records","Black & Gold",,BBX,198342479889,DSR0096A,Shook,,QZTV32366682,BBX,Spotify,"August 2024",AUS,Streaming,Single,Sale,1,0.003648000000
AUG-24,"DirtySnatcha Records","BIG UPS",,"RAZR, VASTIVE",198342478684,DSR0024A,"BIG UPS",,USLZJ2023938,"RAZR, VASTIVE",Spotify,"August 2024",AUS,Streaming,Single,Sale,1,0.003648000000
AUG-24,"DirtySnatcha Records",Destroy,,"In Orbit Dubz, DSTRTN",198342501504,DSR0079A,Destroy,,QZWDD2257331,"In Orbit Dubz, DSTRTN",Spotify,"August 2024",AUS,Streaming,Single,Sale,1,0.003648000000
AUG-24,"DirtySnatcha Records","Take A Trip","DirtySnatcha Remix","HEXED, Labs",198342492369,DSR0086A,"Take A Trip","DirtySnatcha Remix",QZ5FN2303924,"HEXED, Labs, DirtySnatcha",Spotify,"August 2024",AUS,Streaming,Single,Sale,1,0.003648000000
AUG-24,"DirtySnatcha Records","Spicy Tune",,"Scafetta, Monsters Everywhere",198342503508,DSR0072A,"Spicy Tune",,GBWUL2257078,"Scafetta, Monsters Everywhere","Apple Music","August 2024",USA,Streaming,Single,Sale,1,0.003657000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",GBR,Streaming,Single,Sale,2,0.003659000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",IND,Streaming,Single,Sale,8,0.003661000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",ISL,Streaming,Single,Sale,1,0.003671000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",ISL,Streaming,Single,Sale,1,0.003671000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",ISL,Streaming,Single,Sale,1,0.003671000000
AUG-24,"DirtySnatcha Records","Out Of Service",,"Autokorekt, ChemDawg",198342492215,DSR0046A,"Out Of Service",,GBWUL2192863,"Autokorekt, ChemDawg, Versace",Spotify,"August 2024",MEX,Streaming,Single,Sale,5,0.003674000000
AUG-24,"DirtySnatcha Records","Game Time",,"Autokorekt, Eazley",198342476338,DSR0006A,"Game Time",,GBWUL2023530,"Autokorekt, Eazley, Rico Act",Spotify,"August 2024",MEX,Streaming,Single,Sale,5,0.003674000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Watch Out",,USLZJ2405588,CRiiOZ,Spotify,"August 2024",MEX,Streaming,Single,Sale,5,0.003674000000
AUG-24,"DirtySnatcha Records","Keep Moving","Audigy Remix",DirtySnatcha,197999143198,DSR0104,"Keep Moving","Audigy Remix",QZWV32320452,"DirtySnatcha, Audigy",Spotify,"August 2024",JPN,Streaming,Single,Sale,1,0.003676000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Trust,,USLZJ2405591,CRiiOZ,Spotify,"August 2024",JPN,Streaming,Single,Sale,1,0.003676000000
AUG-24,"DirtySnatcha Records",WDGAF,,CRiiOZ,197999026187,DSR0102,WDGAF,,QZWDE2357423,CRiiOZ,"YouTube Streaming","August 2024",POL,Streaming,"Art Track",Sale,1,0.003680000000
AUG-24,"DirtySnatcha Records",FVCK,,"Hurting Murphy",198342492000,DSR0089A,FVCK,,USLZJ2376873,"Hurting Murphy","YouTube Streaming","August 2024",POL,Streaming,"Art Track",Sale,1,0.003680000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,"YouTube Streaming","August 2024",POL,Streaming,"Art Track",Sale,1,0.003680000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,"YouTube Streaming","August 2024",FRA,Streaming,"Art Track",Sale,1,0.003687000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",CRI,Streaming,Single,Sale,3,0.003700000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",CRI,Streaming,Single,Sale,3,0.003700000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",PER,Streaming,Single,Sale,2,0.003702000000
AUG-24,"DirtySnatcha Records","Run It Up",,"CHRMNDRS, Future Exit",198342476673,DSR0010A,"Run It Up",,GBWUL2081365,"CHRMNDRS, Future Exit",Spotify,"August 2024",DEU,Streaming,Single,Sale,1,0.003744000000
AUG-24,"DirtySnatcha Records",Assertion,,Aalioura,198342502129,DSR0076A,Assertion,,QZWDD2238845,Aalioura,Spotify,"August 2024",KAZ,Streaming,Single,Sale,2,0.003751000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",ISR,Streaming,Single,Sale,1,0.003761000000
AUG-24,"DirtySnatcha Records",Hypnotize,,"In Orbit Dubz",197999477019,DSR113,Hypnotize,,QZZ8B2327916,"In Orbit Dubz",Spotify,"August 2024",GRC,Streaming,Single,Sale,2,0.003773000000
AUG-24,"DirtySnatcha Records",Apparition,,CVLVALRI,198342507926,DSR0063A,Apparition,,GBRKQ2204805,CVLVALRI,Spotify,"August 2024",MEX,Streaming,Single,Sale,1,0.003775000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,Spotify,"August 2024",ESP,Streaming,Single,Sale,1,0.003782000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",ESP,Streaming,Single,Sale,1,0.003782000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,Spotify,"August 2024",TWN,Streaming,Single,Sale,2,0.003800000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Apple DJ Mixes","August 2024",USA,Streaming,Single,Sale,6,0.003821000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Amazon Music Unlimited","August 2024",DEU,Streaming,Single,Sale,1,0.003827000000
AUG-24,"DirtySnatcha Records","Take A Trip","DirtySnatcha Remix","HEXED, Labs",198342492369,DSR0086A,"Take A Trip","DirtySnatcha Remix",QZ5FN2303924,"HEXED, Labs, DirtySnatcha","Amazon Music Unlimited","August 2024",DEU,Streaming,Single,Sale,1,0.003827000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",SLV,Streaming,Single,Sale,1,0.003841000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",SLV,Streaming,Single,Sale,1,0.003841000000
AUG-24,"DirtySnatcha Records","Acting Out",,"Megahurtz, Blue",198342479070,DSR0029A,"Acting Out",,USLZJ2069505,"Megahurtz, Blue, Rico Act",Spotify,"August 2024",ESP,Streaming,Single,Sale,2,0.003870000000
AUG-24,"DirtySnatcha Records","Black & Gold",,BBX,198342479988,DSR0093A,"Black & Gold",,QZTV32366677,BBX,Spotify,"August 2024",ARG,Streaming,Single,Sale,5,0.003879000000
AUG-24,"DirtySnatcha Records",Shook,,BBX,198342479957,DSR0094A,Shook,,QZTV32366682,BBX,Spotify,"August 2024",ARG,Streaming,Single,Sale,5,0.003879000000
AUG-24,"DirtySnatcha Records","Loose It","BOU$HY Remix","Eazley, Autokorekt",198342491560,DSR0039A,"Loose It","BOU$HY Remix",GBRKQ2109631,"Eazley, Autokorekt, BOU$HY",Spotify,"August 2024",USA,Streaming,Single,Sale,2,0.003880000000
AUG-24,"DirtySnatcha Records","Loose It",,"Eazley, Autokorekt",198342478653,DSR0023A,"Loose It",,QZ5FN2097747,"Eazley, Autokorekt",Spotify,"August 2024",USA,Streaming,Single,Sale,2,0.003880000000
AUG-24,"DirtySnatcha Records",Dimension,,"In Orbit Dubz, Nein Lives",198342496138,DSR0051A,Dimension,,QZ5FN2266737,"In Orbit Dubz, Nein Lives",Spotify,"August 2024",USA,Streaming,Single,Sale,2,0.003880000000
AUG-24,"DirtySnatcha Records",Scorpion,,Torcha,198342501160,DSR0057A,Scorpion,,GBRKQ2202745,Torcha,Spotify,"August 2024",USA,Streaming,Single,Sale,2,0.003880000000
AUG-24,"DirtySnatcha Records","Take A Trip","DirtySnatcha Remix","HEXED, Labs",198342492369,DSR0086A,"Take A Trip","DirtySnatcha Remix",QZ5FN2303924,"HEXED, Labs, DirtySnatcha",Spotify,"August 2024",MEX,Streaming,Single,Sale,2,0.003888000000
AUG-24,"DirtySnatcha Records",Radioactivity,,"In Orbit Dubz",198342500118,DSR0053A,Radioactivity,,USLZJ2286474,"In Orbit Dubz","YouTube Streaming","August 2024",POL,Streaming,"Art Track",Sale,2,0.003890000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",BRA,Streaming,Single,Sale,2,0.003891000000
AUG-24,"DirtySnatcha Records","Loose It","BOU$HY Remix","Eazley, Autokorekt",198342491560,DSR0039A,"Loose It","BOU$HY Remix",GBRKQ2109631,"Eazley, Autokorekt, BOU$HY",Spotify,"August 2024",POL,Streaming,Single,Sale,2,0.003909000000
AUG-24,"DirtySnatcha Records",Game,,"Sloth, CHACKK",197999855442,DSR116,Game,,QZ5FN2416543,"Sloth, CHACKK",Spotify,"August 2024",POL,Streaming,Single,Sale,2,0.003909000000
AUG-24,"DirtySnatcha Records","Keep Moving","Aelius, Voyager, Wilco Beats Remix",DirtySnatcha,198342499863,DSR0083A,"Keep Moving","Aelius, Voyager, Wilco Beats Remix",QZWDD2263373,"DirtySnatcha, Aelius, Voyager, Wilco Beats",Spotify,"August 2024",MEX,Streaming,Single,Sale,2,0.003919000000
AUG-24,"DirtySnatcha Records","Out Of Service",,"Autokorekt, ChemDawg",198342492215,DSR0046A,"Out Of Service",,GBWUL2192863,"Autokorekt, ChemDawg, Versace",Spotify,"August 2024",MEX,Streaming,Single,Sale,2,0.003919000000
AUG-24,"DirtySnatcha Records","Run It Up",,"CHRMNDRS, Future Exit",198342476673,DSR0010A,"Run It Up",,GBWUL2081365,"CHRMNDRS, Future Exit",Spotify,"August 2024",MEX,Streaming,Single,Sale,2,0.003919000000
AUG-24,"DirtySnatcha Records",Rudeboy,,"Seeing Double, Kryture",198342476352,DSR0007A,Rudeboy,,GBWUL2045907,"Seeing Double, Kryture",Spotify,"August 2024",MEX,Streaming,Single,Sale,2,0.003919000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",PHL,Streaming,Single,Sale,2,0.003939000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",CAN,Streaming,Single,Sale,1,0.003945000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Apple DJ Mixes","August 2024",FRA,Streaming,Single,Sale,6,0.003948000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",CHL,Streaming,Single,Sale,3,0.003958000000
AUG-24,"DirtySnatcha Records","Round 2",,"Nekz, Meechie Murda",197999919441,DSR121,"Round 2",,QZ5FN2445592,"Nekz, Meechie Murda","Apple Music","August 2024",FRA,Streaming,Single,Sale,1,0.003969000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,"YouTube Streaming","August 2024",AUS,Streaming,"Art Track",Sale,1,0.003979000000
AUG-24,"DirtySnatcha Records","Giving Up VIP",,"CHRMNDRS, SEEING\\DOUBLE",198342492154,DSR0044A,"Giving Up VIP",,GBWUL2158623,"CHRMNDRS, SEEING\\DOUBLE",Spotify,"August 2024",NZL,Streaming,Single,Sale,1,0.003983000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",NZL,Streaming,Single,Sale,1,0.003983000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,"YouTube Streaming","August 2024",ROM,Streaming,"Art Track",Sale,1,0.003985000000
AUG-24,"DirtySnatcha Records","Operator Error",,"Big City",198342036334,DSR125,"Operator Error",,USLZJ2403328,"Big City","YouTube Content ID","August 2024",USA,UGC,"Sound Recording",Sale,5,0.003991000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,Spotify,"August 2024",CZE,Streaming,Single,Sale,1,0.004020000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",LTU,Streaming,Single,Sale,3,0.004040000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",URY,Streaming,Single,Sale,3,0.004044000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",URY,Streaming,Single,Sale,3,0.004044000000
AUG-24,"DirtySnatcha Records",Assertion,,Aalioura,198342502129,DSR0076A,Assertion,,QZWDD2238845,Aalioura,NetEase,"July 2024",CHN,Streaming,Single,Sale,6,0.004054000000
AUG-24,"DirtySnatcha Records",Radioactivity,,"In Orbit Dubz",198342500118,DSR0053A,Radioactivity,,USLZJ2286474,"In Orbit Dubz",Spotify,"August 2024",SWE,Streaming,Single,Sale,1,0.004054000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",SWE,Streaming,Single,Sale,1,0.004054000000
AUG-24,"DirtySnatcha Records","Black & Gold",,BBX,198342479988,DSR0093A,"Black & Gold",,QZTV32366677,BBX,Spotify,"August 2024",SWE,Streaming,Single,Sale,1,0.004054000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",SWE,Streaming,Single,Sale,1,0.004054000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,"YouTube Streaming","August 2024",DEU,Streaming,"Art Track",Sale,1,0.004059000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Deezer,"June 2024",POL,Streaming,Single,Sale,1,0.004067000000
AUG-24,"DirtySnatcha Records","Keep Moving","Audigy Remix",DirtySnatcha,197999143198,DSR0104,"Keep Moving","Audigy Remix",QZWV32320452,"DirtySnatcha, Audigy",Spotify,"August 2024",DEU,Streaming,Single,Sale,1,0.004068000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","YouTube Content ID","August 2024",AUS,UGC,"Sound Recording",Sale,1,0.004102000000
AUG-24,"DirtySnatcha Records","Back Rooms",,"In Orbit Dubz",198342498644,DSR0077A,"Back Rooms",,QZWDD2257316,"In Orbit Dubz","Amazon Prime","August 2024",MEX,Streaming,Single,Sale,6,0.004110000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",ECU,Streaming,Single,Sale,2,0.004114000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Apple DJ Mixes","August 2024",USA,Streaming,Single,Sale,14,0.004120000000
AUG-24,"DirtySnatcha Records","The Back Rooms EP",,"In Orbit Dubz",198342501023,DSR0081A,Nightmare,,QZWDD2257336,"In Orbit Dubz","Apple Music","August 2024",CAN,Streaming,Single,Sale,1,0.004124000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",COL,Streaming,Single,Sale,3,0.004134000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",MEX,Streaming,Single,Sale,6,0.004145000000
AUG-24,"DirtySnatcha Records",LIGMA,,"BBX, Jonomatic, Geeku",198342492208,DSR0045A,LIGMA,,GBWUL2171015,"BBX, Jonomatic, Geeku",Spotify,"August 2024",CAN,Streaming,Single,Sale,1,0.004176000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",EST,Streaming,Single,Sale,1,0.004178000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",EST,Streaming,Single,Sale,1,0.004178000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",CHL,Streaming,Single,Sale,2,0.004198000000
AUG-24,"DirtySnatcha Records",LIGMA,,"BBX, Jonomatic, Geeku",198342492208,DSR0045A,LIGMA,,GBWUL2171015,"BBX, Jonomatic, Geeku","Amazon Music Unlimited","August 2024",CAN,Streaming,Single,Sale,1,0.004200000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",MEX,Streaming,Single,Sale,1,0.004202000000
AUG-24,"DirtySnatcha Records",Whoa,,"KirbyBright, Devious",198342485866,DSR133,Whoa,,GBWUL2431903,"KirbyBright, Devious","Apple Music","August 2024",JPN,Streaming,Single,Sale,1,0.004208000000
AUG-24,"DirtySnatcha Records","Break Beat",,Krxnik,198342476321,DSR0005A,"Break Beat",,GBWUL2005941,Krxnik,"Apple Music","August 2024",JPN,Streaming,Single,Sale,1,0.004208000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth","Apple Music","August 2024",JPN,Streaming,Single,Sale,1,0.004208000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Let Go",,USLZJ2405592,CRiiOZ,"Apple Music","August 2024",JPN,Streaming,Single,Sale,1,0.004208000000
AUG-24,"DirtySnatcha Records","Keep Moving","Aelius, Voyager, Wilco Beats Remix",DirtySnatcha,198342499863,DSR0083A,"Keep Moving","Aelius, Voyager, Wilco Beats Remix",QZWDD2263373,"DirtySnatcha, Aelius, Voyager, Wilco Beats","Apple Music","August 2024",JPN,Streaming,Single,Sale,1,0.004208000000
AUG-24,"DirtySnatcha Records",Radiance,,BOU$HY,198342492130,DSR0043A,Radiance,,GBWUL2118332,BOU$HY,"Apple Music","August 2024",JPN,Streaming,Single,Sale,1,0.004208000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",BEL,Streaming,Single,Sale,2,0.004209000000
AUG-24,"DirtySnatcha Records","Spectre Season",,Artifact,198342479643,DSR0101A,"Spectre Season",,QZWDD2336449,Artifact,Spotify,"August 2024",ITA,Streaming,Single,Sale,2,0.004219000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,Spotify,"August 2024",ITA,Streaming,Single,Sale,2,0.004219000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",ITA,Streaming,Single,Sale,2,0.004219000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",TIDAL,"July 2024",POL,Streaming,Single,Sale,1,0.004222000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",ROM,Streaming,Single,Sale,2,0.004226000000
AUG-24,"DirtySnatcha Records",Apparition,,CVLVALRI,198342507926,DSR0063A,Apparition,,GBRKQ2204805,CVLVALRI,Spotify,"August 2024",FRA,Streaming,Single,Sale,1,0.004232000000
AUG-24,"DirtySnatcha Records",Whoa,,"KirbyBright, Devious",198342485866,DSR133,Whoa,,GBWUL2431903,"KirbyBright, Devious",Spotify,"August 2024",FRA,Streaming,Single,Sale,1,0.004232000000
AUG-24,"DirtySnatcha Records",Hypnotize,,"In Orbit Dubz",197999477019,DSR113,Hypnotize,,QZZ8B2327916,"In Orbit Dubz",Spotify,"August 2024",FRA,Streaming,Single,Sale,1,0.004232000000
